Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60436195


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60436195;1;01/03/2010;;1;1;"4,8426";"0,4526";"1,0052";30;13;0;0;1;;0;"0,6547";"0,6185";"0,6008";"1,3446";"1,6762";"0,8932";"1,4242";"0,8719";"0,6547";"0,5491";"0,5324";"0,4997";"0,4681";"1,0032";"0,5833";"0,5324";"0,4526";"0,4526";"1,1195";"0,7894";"2,6977";"1,1436";"1,4784";"1,2674";"1,7349";"1,1195";"0,9147";"0,8509";"0,8302";"2,3767";"1,026";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/02/2010;;1;1;"5,4481";"0,4526";"0,7023";18;25;0;0;1;;0;"0,7694";"0,7109";"0,6365";"0,5833";"0,5661";"0,5661";"0,5833";"0,6008";"0,6547";"0,5833";"0,6732";"0,5833";"0,5159";"0,5159";"0,4997";"0,4838";"2,0756";"2,6246";"0,7694";"0,5833";"0,5324";"0,5491";"0,5159";"0,4997";"0,4526";"0,4681";"0,4838";"0,5833";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
60436195;1;01/01/2010;;1;1;"5,764";"0,6547";"1,2054";25;21;0;0;1;;0;"2,0434";"2,8846";"1,5337";"1,1678";"0,9807";"0,8932";"1,5899";"1,0723";"0,9585";"0,8302";"0,7302";"1,4242";"1,026";"0,8932";"1,0958";"1,2674";"0,9365";"0,8509";"0,7109";"0,6919";"0,6919";"0,7694";"0,8932";"0,7109";"2,5885";"2,7346";"1,3186";"1,1195";"1,1678";"0,9807";"0,8097";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/12/2009;;1;1;"4,0898";"0,5833";"1,135";6;1;0;0;1;;0;"0,5833";"0,8097";"0,7302";"0,6008";"0,7497";"2,2404";"1,3446";"1,0958";"1,1436";"1,4784";"1,1195";"0,8932";"0,7894";"1,1195";"1,3974";"0,8097";"0,6365";"0,7109";"1,1923";"1,3974";"1,5337";"1,5899";"1,4784";"0,8302";"0,9147";"0,7302";"0,7302";"2,5526";"1,2929";"1,3974";"1,2929";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/11/2009;;1;1;"1,5899";"0,1775";"0,5629";24;18;0;0;1;;0;"0,2632";"0,2291";"0,2183";"0,2291";"0,3122";"0,3653";"0,3934";"0,2872";"0,2515";"0,6008";"0,2872";"0,2515";"0,5661";"0,4374";"0,2515";"0,2077";"0,1974";"0,1873";"1,026";"0,7302";"0,9147";"0,9585";"0,8509";"1,3709";"1,0032";"1,0723";"1,3446";"0,7694";"0,6732";"0,6365";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/10/2009;;1;1;"1,7054";"0,0937";"0,2952";16;1;0;0;1;;0;"0,0937";"0,0937";"0,0937";"0,0937";"0,1009";"0,0937";"0,1974";"0,1586";"0,5491";"0,2872";"0,2632";"0,1679";"0,1496";"0,1496";"0,1496";"0,9365";"0,2632";"0,1586";"0,1496";"0,1679";"0,1775";"0,2291";"0,1586";"0,7302";"0,4838";"0,7894";"0,5491";"0,4838";"0,5661";"0,3792";"0,2872";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/09/2009;;1;1;"0,2402";"0,0937";"0,1217";23;1;0;0;1;;0;"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,1084";"0,1084";"0,1241";"0,1775";"0,1974";"0,1974";"0,1241";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,1084";"0,1084";"0,1408";"0,1974";"0,1241";"0,2183";"0,1496";"0,1241";"0,1323";"0,0937";"0,0937";"0,0937";"0,0937";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/08/2009;;1;1;"0,1775";"0,0937";"0,1089";24;7;0;0;1;;0;"0,1084";"0,1084";"0,1084";"0,1084";"0,1084";"0,1084";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,0937";"0,1241";"0,1241";"0,1408";"0,1408";"0,1775";"0,1775";"0,1241";"0,1241";"0,0937";"0,0937";"0,0937";"0,0937";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/07/2009;;1;1;"0,1775";"0,1241";"0,1541";1;27;0;0;1;;0;"0,1775";"0,1775";"0,1775";"0,1775";"0,1775";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1586";"0,1496";"0,1408";"0,1408";"0,1408";"0,1241";"0,1241";"0,1241";"0,1241";"0,1241";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/06/2009;;1;1;"0,6547";"0,1775";"0,2602";2;29;0;0;1;;0;"0,5159";"0,5833";"0,3653";"0,2872";"0,2872";"0,2872";"0,2872";"0,2872";"0,2872";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2402";"0,2183";"0,2183";"0,1974";"0,1974";"0,1974";"0,1974";"0,1974";"0,1974";"0,1775";"0,1775";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/05/2009;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;"0,3382";"0,3382";"0,3382";"0,3122";"0,2872";"0,2872";"0,2872";"0,2872";"0,4526";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
